row_id,label
0,0
1,1
2,0
3,0
4,0
5,0
6,1
7,1
8,0
9,0
10,1
11,1
12,0
13,0
14,1
15,1
16,0
17,0
18,1
19,1
20,0
21,1
22,1
23,0
24,1
25,1
26,0
27,0
28,1
29,0
30,0
31,1
32,0
33,1
34,1
35,0
36,0
37,1
38,0
39,0
40,1
41,1
42,0
43,0
44,0
45,0
46,1
47,0
48,0
49,1
50,1
51,0
52,0
53,0
54,0
55,0
56,1
57,0
58,1
59,0
60,1
61,1
62,0
63,0
64,0
65,0
66,1
67,0
68,0
69,0
70,1
71,0
72,0
73,1
74,1
75,1
76,1
77,1
78,1
79,0
80,1
81,1
82,1
83,0
84,0
85,0
86,0
87,1
88,0
89,0
90,0
91,1
92,1
93,0
94,0
95,1
96,1
97,1
98,1
99,1
100,1
101,0
102,0
103,1
104,0
105,0
106,1
107,0
108,0
109,0
110,0
111,0
112,1
113,0
114,0
115,1
116,1
117,0
118,1
119,0
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,0
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,1
141,1
142,1
143,0
144,0
145,1
146,1
147,1
148,0
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,0
158,0
159,1
160,0
161,1
162,0
163,1
164,0
165,1
166,1
167,0
168,1
169,0
170,1
171,1
172,1
173,1
174,1
175,1
176,0
177,1
178,0
179,1
180,0
181,1
182,0
183,0
184,1
185,0
186,1
187,1
188,1
189,0
190,1
191,0
192,1
193,1
194,0
195,1
196,0
197,0
198,1
199,0
200,1
201,1
202,0
203,0
204,1
205,0
206,0
207,0
208,1
209,0
210,0
211,0
212,0
213,0
214,1
215,1
216,1
217,0
218,1
219,1
220,1
221,1
222,1
223,0
224,0
225,1
226,1
227,1
228,1
229,0
230,1
231,1
232,0
233,0
234,1
235,0
236,1
237,1
238,1
239,0
240,0
241,1
242,0
243,1
244,0
245,0
246,1
247,0
248,0
249,1
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,1
260,0
261,1
262,1
263,0
264,1
265,0
266,0
267,0
268,1
269,0
270,0
271,0
272,0
273,1
274,1
275,1
276,0
277,0
278,1
279,1
280,1
281,1
282,1
283,1
284,0
285,0
286,1
287,1
288,0
289,1
290,1
291,1
292,1
293,0
294,1
295,1
296,0
297,1
298,0
299,1
300,1
301,0
302,0
303,1
304,0
305,0
306,1
307,1
308,0
309,0
310,1
311,1
312,1
313,1
314,1
315,1
316,0
317,1
318,0
319,0
320,1
321,1
322,0
323,0
324,1
325,0
326,0
327,0
328,0
329,0
330,1
331,0
332,0
333,0
334,0
335,1
336,1
337,0
338,1
339,1
340,1
341,1
342,1
343,0
344,1
345,0
346,0
347,0
348,0
349,1
350,1
351,1
352,1
353,1
354,1
355,0
356,1
357,1
358,1
359,1
360,0
361,1
362,1
363,1
364,1
365,1
366,1
367,0
368,0
369,1
370,0
371,1
372,1
373,0
374,0
375,0
376,0
377,1
378,0
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,1
387,1
388,0
389,0
390,1
391,1
392,0
393,0
394,1
395,0
396,0
397,0
398,0
399,0
400,0
401,1
402,0
403,0
404,1
405,0
406,1
407,0
408,0
409,0
410,0
411,1
412,0
413,1
414,0
415,1
416,0
417,1
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,1
426,0
427,1
428,0
429,0
430,1
431,1
432,1
433,0
434,0
435,0
436,0
437,1
438,1
439,1
440,0
441,0
442,0
443,0
444,1
445,1
446,1
447,0
448,0
449,0
450,1
451,0
452,1
453,0
454,1
455,0
456,0
457,0
458,0
459,0
460,1
461,0
462,0
463,1
464,1
465,0
466,1
467,0
468,0
469,1
470,1
471,1
472,0
473,0
474,1
475,1
476,0
477,1
478,0
479,1
480,0
481,0
482,1
483,0
484,0
485,1
486,0
487,1
488,1
489,1
490,0
491,0
492,1
493,0
494,0
495,0
496,0
497,1
498,1
499,1
500,0
501,1
502,0
503,0
504,0
505,1
506,0
507,1
508,1
509,0
510,1
511,1
512,1
513,0
514,0
515,1
516,0
517,0
518,1
519,0
520,1
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,1
530,1
531,0
532,0
533,1
534,0
535,1
536,1
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,1
545,0
546,0
547,0
548,0
549,1
550,0
551,1
552,1
553,1
554,0
555,0
556,1
557,0
558,0
559,1
560,0
561,1
562,1
563,0
564,0
565,0
566,1
567,0
568,0
569,1
570,1
571,1
572,1
573,0
574,1
575,0
576,0
577,1
578,0
579,0
580,0
581,0
582,0
583,1
584,0
585,1
586,0
587,1
588,1
589,0
590,1
591,0
592,0
593,0
594,0
595,1
596,0
597,1
598,0
599,0
600,1
601,0
602,0
603,1
604,0
605,1
606,0
607,1
608,0
609,1
610,1
611,0
612,1
613,0
614,0
615,0
616,1
617,1
618,1
619,0
620,0
621,0
622,0
623,0
624,0
625,1
626,0
627,0
628,1
629,0
630,0
631,1
632,0
633,1
634,1
635,0
636,0
637,0
638,0
639,1
640,0
641,0
642,0
643,1
644,1
645,1
646,1
647,0
648,0
649,0
650,1
651,1
652,1
653,0
654,0
655,1
656,1
657,1
658,1
659,0
660,1
661,1
662,0
663,1
664,0
665,0
666,0
667,1
668,0
669,0
670,0
671,0
672,1
673,0
674,1
675,0
676,1
677,0
678,1
679,1
680,0
681,1
682,0
683,0
684,1
685,1
686,1
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,1
696,1
697,0
698,1
699,1
700,1
701,1
702,0
703,1
704,1
705,1
706,1
707,0
708,1
709,1
710,0
711,0
712,0
713,1
714,0
715,1
716,0
717,0
718,1
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,1
728,0
729,0
730,1
731,0
732,1
733,1
734,0
735,1
736,0
737,0
738,0
739,1
740,1
741,0
742,0
743,1
744,0
745,1
746,0
747,0
748,1
749,0
750,1
751,0
752,1
753,1
754,1
755,0
756,0
757,1
758,1
759,0
760,1
761,0
762,1
763,1
764,0
765,0
766,1
767,0
768,1
769,1
770,1
771,1
772,0
773,1
774,0
775,1
776,1
777,1
778,0
779,1
780,1
781,0
782,1
783,0
784,1
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,1
793,0
794,0
795,0
796,0
797,0
798,1
799,0
800,0
801,1
802,1
803,1
804,1
805,1
806,1
807,0
808,0
809,0
810,0
811,1
812,0
813,0
814,1
815,1
816,1
817,1
818,0
819,1
820,0
821,1
822,0
823,1
824,0
825,1
826,1
827,0
828,0
829,1
830,1
831,0
832,1
833,0
834,1
835,0
836,1
837,0
838,1
839,1
840,0
841,0
842,0
843,1
844,1
845,0
846,0
847,0
848,1
849,0
850,0
851,0
852,0
853,0
854,0
855,1
856,0
857,1
858,0
859,0
860,0
861,1
862,0
863,0
864,0
865,1
866,0
867,0
868,1
869,1
870,0
871,1
872,1
873,0
874,0
875,0
876,0
877,1
878,0
879,0
880,0
881,1
882,1
883,1
884,0
885,0
886,0
887,0
888,1
889,1
890,0
891,0
892,0
893,0
894,1
895,1
896,1
897,1
898,1
899,0
900,0
901,1
902,1
903,0
904,0
905,1
906,0
907,1
908,1
909,0
910,1
911,0
912,1
913,1
914,0
915,0
916,0
917,1
918,0
919,0
920,1
921,0
922,0
923,1
924,1
925,0
926,0
927,0
928,0
929,0
930,1
931,1
932,0
933,1
934,1
935,1
936,1
937,0
938,0
939,1
940,0
941,0
942,1
943,0
944,0
945,0
946,1
947,0
948,0
949,0
950,1
951,1
952,0
953,1
954,0
955,1
956,0
957,1
958,1
959,1
960,1
961,0
962,0
963,1
964,0
965,0
966,0
967,1
968,0
969,0
970,0
971,0
972,1
973,1
974,1
975,0
976,0
977,1
978,0
979,0
980,1
981,0
982,1
983,1
984,0
985,1
986,0
987,0
988,1
989,1
990,0
991,0
992,1
993,0
994,0
995,0
996,1
997,0
998,1
999,0
1000,1
1001,0
1002,0
1003,0
1004,0
1005,0
1006,1
1007,1
1008,0
1009,0
1010,1
1011,1
1012,0
1013,0
1014,0
1015,1
1016,1
1017,1
1018,0
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,0
1026,0
1027,0
1028,0
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,0
1036,1
1037,0
1038,1
1039,1
1040,1
1041,1
1042,0
1043,0
1044,1
1045,1
1046,1
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,1
1054,0
1055,0
1056,1
1057,0
1058,0
1059,0
1060,0
