row_id,LABEL
0,0
1,0
2,1
3,1
4,0
5,1
6,0
7,0
8,1
9,1
10,1
11,1
12,0
13,1
14,1
15,1
16,1
17,1
18,1
19,0
20,1
21,0
22,1
23,1
24,1
25,0
26,0
27,1
28,1
29,1
30,1
31,0
32,1
33,1
34,1
35,1
36,1
37,0
38,1
39,1
40,1
41,0
42,0
43,0
44,0
45,1
46,1
47,1
48,1
49,1
50,1
51,0
52,1
53,1
54,0
55,1
56,0
57,1
58,1
59,1
60,1
61,0
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,0
71,0
72,0
73,0
74,1
75,0
76,1
77,0
78,0
79,1
80,0
81,0
82,0
83,1
84,0
85,1
86,0
87,0
88,1
89,1
90,1
91,0
92,1
93,1
94,1
95,0
96,0
97,0
98,1
99,0
100,0
101,1
102,0
103,0
104,0
105,1
106,0
107,1
108,1
109,0
110,0
111,0
112,1
113,0
114,0
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,0
123,1
124,0
125,1
126,0
127,1
128,1
129,1
130,0
131,1
132,1
133,1
134,1
135,1
136,0
137,1
138,0
139,0
140,0
141,0
142,0
143,1
144,1
145,1
146,0
147,1
148,1
149,0
150,1
151,1
152,1
153,0
154,0
155,1
156,0
157,0
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,0
167,1
168,1
169,1
170,1
171,1
172,0
173,0
174,0
175,1
176,0
177,0
178,1
179,0
180,1
181,0
182,0
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,0
191,1
192,1
193,0
194,1
195,1
196,1
197,1
198,1
199,0
200,0
201,1
202,0
203,0
204,0
205,0
206,0
207,1
208,1
209,1
210,1
211,1
212,0
213,1
214,1
215,0
216,0
217,1
218,1
219,1
220,0
221,0
222,1
223,0
224,0
225,0
226,1
227,1
228,1
229,1
230,1
231,0
232,0
233,0
234,1
235,1
236,1
237,0
238,0
239,1
240,0
241,1
242,0
243,1
244,1
245,1
246,1
247,1
248,0
249,0
250,1
251,1
252,0
253,1
254,0
255,1
256,1
257,1
258,1
259,0
260,1
261,1
262,1
263,1
264,0
265,0
266,1
267,1
268,1
269,1
270,1
271,1
272,0
273,0
274,0
275,1
276,1
277,1
278,0
279,0
280,0
281,0
282,0
283,0
284,1
285,1
286,0
287,1
288,0
289,0
290,1
291,1
292,0
293,0
294,1
295,1
296,1
297,0
298,0
299,1
300,1
301,1
302,0
303,0
304,1
305,0
306,0
307,1
308,1
309,1
310,0
311,1
312,1
313,0
314,1
315,0
316,1
317,1
318,1
319,0
320,1
321,0
322,0
323,1
324,0
325,1
326,1
327,1
328,1
329,1
330,0
331,1
332,0
333,1
334,1
335,1
336,1
337,1
338,0
339,0
340,1
341,0
342,0
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,0
352,0
353,0
354,0
355,1
356,0
357,1
358,0
359,1
360,1
361,0
362,1
363,1
364,0
365,1
366,0
367,1
368,1
369,1
370,1
371,1
372,0
373,0
374,1
375,1
376,0
377,0
378,1
379,1
380,0
381,1
382,0
383,1
384,1
385,1
386,1
387,1
388,1
389,0
390,1
391,0
392,1
393,1
394,0
395,0
396,0
397,1
398,0
399,1
400,1
401,0
402,1
403,1
404,0
405,0
406,0
407,0
408,1
409,1
410,0
411,0
412,0
413,0
414,1
415,0
416,0
417,0
418,0
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,0
428,1
429,1
430,0
431,0
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,0
443,1
444,1
445,1
446,1
447,0
448,1
449,0
450,0
451,1
452,0
453,1
454,0
455,0
456,0
457,0
458,1
459,1
460,0
461,0
462,1
463,0
464,1
465,0
466,0
467,1
468,1
469,0
470,1
471,0
472,0
473,1
474,1
475,1
476,1
477,1
478,0
479,1
480,1
481,1
482,1
483,0
484,1
485,1
486,1
487,1
488,0
489,0
490,1
491,1
492,0
493,1
494,1
495,1
496,1
497,0
498,0
499,1
500,1
501,0
502,0
503,1
504,0
505,0
506,1
507,0
508,1
509,1
510,0
511,1
512,1
513,1
514,1
515,0
516,0
517,0
518,1
519,1
520,1
521,1
522,0
523,1
524,1
525,0
526,0
527,0
528,0
529,0
530,1
531,1
